Nama_Daerah,HLS,PPM,IPM,AHHL,AHHP,kategori
Region_1586,14.69,32.54,53.24,70.44,64.43,Perlu Pembangunan
Region_1597,6.24,38.58,59.72,78.16,79.41,Perlu Pembangunan
Region_1598,15.94,36.19,48.84,56.09,54.84,Perlu Pembangunan
Region_1603,7.31,24.93,48.44,74.86,74.61,Perlu Pembangunan
Region_1604,18.37,42.0,55.1,71.74,67.76,Perlu Pembangunan
Region_1607,6.9,18.99,55.7,69.96,65.35,Perlu Pembangunan
Region_1609,5.59,13.84,50.8,79.38,68.19,Perlu Pembangunan
Region_1610,11.32,13.67,45.64,75.33,60.33,Perlu Pembangunan
Region_1611,18.05,38.94,48.33,57.57,71.84,Perlu Pembangunan
Region_1612,10.22,31.74,44.82,74.35,73.7,Perlu Pembangunan
Region_1615,11.76,18.27,47.54,63.28,55.26,Perlu Pembangunan
Region_1616,17.4,18.95,54.96,57.85,77.87,Perlu Pembangunan
Region_1617,13.45,33.95,46.04,71.6,76.4,Perlu Pembangunan
Region_1618,19.47,14.23,47.66,54.73,65.3,Perlu Pembangunan
Region_1619,14.02,23.6,52.7,63.77,74.19,Perlu Pembangunan
Region_1624,10.42,41.89,47.8,66.48,67.27,Perlu Pembangunan
Region_1625,15.62,8.93,35.56,78.8,59.28,Perlu Pembangunan
Region_1629,17.31,15.28,52.55,53.97,61.58,Perlu Pembangunan
Region_1631,13.08,35.62,49.88,61.81,69.94,Perlu Pembangunan
Region_1632,13.95,43.95,36.4,68.85,55.46,Perlu Pembangunan
Region_1633,7.53,41.37,34.96,79.45,64.44,Perlu Pembangunan
Region_1634,11.2,26.25,52.11,59.1,72.88,Perlu Pembangunan
Region_1640,15.46,32.1,56.54,67.18,75.52,Perlu Pembangunan
Region_1643,4.89,7.65,34.42,65.8,63.27,Perlu Pembangunan
Region_1644,9.48,25.67,37.8,64.91,59.81,Perlu Pembangunan
Region_1647,11.19,22.28,37.84,55.49,72.28,Perlu Pembangunan
Region_1653,10.69,32.58,50.28,66.8,63.81,Perlu Pembangunan
Region_1654,8.86,14.85,37.6,72.52,58.87,Perlu Pembangunan
Region_1655,18.63,14.91,48.25,65.57,73.36,Perlu Pembangunan
Region_1656,9.61,23.99,51.99,64.63,58.63,Perlu Pembangunan
Region_1657,14.61,5.59,46.56,75.91,76.8,Perlu Pembangunan
Region_1658,18.17,22.0,38.25,73.17,65.91,Perlu Pembangunan
Region_1659,14.92,31.37,46.39,70.95,61.26,Perlu Pembangunan
Region_1660,6.09,10.12,34.2,65.54,60.39,Perlu Pembangunan
Region_1662,10.11,18.49,38.52,63.98,78.61,Perlu Pembangunan
Region_1666,14.48,11.9,43.7,55.09,72.35,Perlu Pembangunan
Region_1668,5.54,28.53,47.62,73.05,73.6,Perlu Pembangunan
Region_1673,9.24,31.08,35.17,59.97,75.29,Perlu Pembangunan
Region_1676,5.3,17.06,52.55,59.36,65.36,Perlu Pembangunan
Region_1678,19.38,15.88,40.69,69.4,62.66,Perlu Pembangunan
Region_1679,8.25,24.08,55.26,78.69,53.69,Perlu Pembangunan
Region_1684,18.84,5.27,40.19,53.4,55.17,Perlu Pembangunan
Region_1686,6.31,9.74,49.53,71.2,62.91,Perlu Pembangunan
Region_1687,4.93,30.54,51.44,77.15,74.92,Perlu Pembangunan
Region_1688,19.37,34.7,41.36,58.78,60.38,Perlu Pembangunan
Region_1696,13.3,12.88,50.83,64.56,55.75,Perlu Pembangunan
Region_1699,9.87,41.34,58.56,79.15,63.58,Perlu Pembangunan
Region_1700,5.6,42.84,35.27,75.34,77.71,Perlu Pembangunan
Region_1701,19.34,39.19,43.6,66.36,77.5,Perlu Pembangunan
Region_1702,5.77,42.78,37.69,56.22,79.38,Perlu Pembangunan
Region_1706,6.64,38.29,37.88,53.3,58.28,Perlu Pembangunan
Region_1707,19.8,12.47,53.88,59.6,66.9,Perlu Pembangunan
Region_1709,4.1,20.86,40.05,66.92,70.78,Perlu Pembangunan
Region_1710,14.58,29.6,55.09,56.09,69.46,Perlu Pembangunan
Region_1713,10.05,31.5,50.13,77.87,76.88,Perlu Pembangunan
Region_1714,11.61,37.29,34.35,60.69,72.75,Perlu Pembangunan
Region_1715,13.32,20.31,54.52,73.45,74.19,Perlu Pembangunan
Region_1717,14.34,10.15,58.48,60.41,75.69,Perlu Pembangunan
Region_1719,15.31,38.45,41.66,53.06,58.85,Perlu Pembangunan
Region_1726,6.5,28.44,59.17,64.64,69.14,Perlu Pembangunan
Region_1727,7.88,40.0,37.06,79.58,63.7,Perlu Pembangunan
Region_1728,15.45,34.21,50.18,59.06,74.35,Perlu Pembangunan
Region_1729,11.48,11.96,49.11,67.15,56.75,Perlu Pembangunan
Region_1731,8.85,24.19,48.26,63.76,66.75,Perlu Pembangunan
Region_1732,7.43,3.62,54.78,62.98,58.3,Perlu Pembangunan
Region_1736,6.53,5.53,59.02,63.01,76.42,Perlu Pembangunan
Region_1738,5.0,37.05,49.42,65.97,53.56,Perlu Pembangunan
Region_1740,11.26,29.52,49.8,66.45,59.0,Perlu Pembangunan
Region_1744,5.0,5.77,54.47,79.92,70.98,Perlu Pembangunan
Region_1746,4.98,14.89,49.28,72.34,56.41,Perlu Pembangunan
Region_1747,17.12,39.6,44.66,67.29,74.51,Perlu Pembangunan
Region_1749,19.15,25.88,34.23,68.19,73.49,Perlu Pembangunan
Region_1750,6.69,17.38,35.7,74.56,79.69,Perlu Pembangunan
Region_1752,16.19,28.3,50.95,73.54,56.21,Perlu Pembangunan
Region_1753,14.33,36.61,34.98,60.49,71.4,Perlu Pembangunan
Region_1755,9.65,20.38,45.91,53.68,57.94,Perlu Pembangunan
Region_1756,12.07,12.01,59.97,62.6,72.65,Perlu Pembangunan
Region_1757,15.3,26.61,50.6,58.86,62.18,Perlu Pembangunan
Region_1761,12.3,8.01,38.54,77.0,60.91,Perlu Pembangunan
Region_1762,16.45,28.47,47.29,62.41,75.61,Perlu Pembangunan
Region_1764,11.82,2.77,56.54,58.33,65.85,Perlu Pembangunan
Region_1765,10.24,43.4,39.42,71.18,57.36,Perlu Pembangunan
Region_1766,4.08,26.81,52.31,56.09,72.96,Perlu Pembangunan
Region_1769,12.07,5.17,49.68,57.0,62.4,Perlu Pembangunan
Region_1770,19.85,40.71,41.26,64.07,55.23,Perlu Pembangunan
Region_1777,19.49,12.79,46.28,56.94,78.65,Perlu Pembangunan
Region_1778,9.45,19.51,47.49,56.71,79.38,Perlu Pembangunan
Region_1781,4.74,28.46,36.33,63.16,55.13,Perlu Pembangunan
Region_1782,13.21,43.27,38.8,63.51,63.62,Perlu Pembangunan
Region_1783,9.77,29.01,44.25,75.89,62.94,Perlu Pembangunan
Region_1784,5.26,18.55,48.59,67.44,61.15,Perlu Pembangunan
Region_1788,4.4,23.15,52.25,73.8,78.84,Perlu Pembangunan
Region_1790,13.48,34.62,38.76,77.48,79.23,Perlu Pembangunan
Region_1791,18.18,35.94,36.63,65.52,76.47,Perlu Pembangunan
Region_1793,14.36,11.87,41.59,62.0,57.1,Perlu Pembangunan
Region_1796,13.85,32.06,57.31,70.11,70.34,Perlu Pembangunan
Region_1797,11.88,33.25,37.25,78.55,76.59,Perlu Pembangunan
Region_1798,4.32,41.11,52.06,78.75,70.9,Perlu Pembangunan
Region_1802,6.02,20.01,44.4,68.04,79.69,Perlu Pembangunan
Region_1804,6.17,4.34,57.47,61.02,66.73,Perlu Pembangunan
Region_1805,18.93,12.63,43.58,73.64,71.55,Perlu Pembangunan
Region_1807,7.54,27.46,35.72,64.55,60.71,Perlu Pembangunan
Region_1808,12.05,10.81,59.18,79.01,55.59,Perlu Pembangunan
Region_1809,17.77,9.15,55.29,60.06,57.45,Perlu Pembangunan
Region_1810,6.99,25.58,43.05,70.94,70.74,Perlu Pembangunan
Region_1812,6.01,34.45,56.32,68.79,66.8,Perlu Pembangunan
Region_1814,17.7,28.11,56.13,56.0,57.87,Perlu Pembangunan
Region_1815,9.51,28.2,38.4,76.64,60.41,Perlu Pembangunan
Region_1817,5.78,28.28,49.71,53.66,59.8,Perlu Pembangunan
Region_1818,14.88,19.96,34.21,69.46,70.58,Perlu Pembangunan
Region_1819,16.01,15.78,46.04,67.42,58.14,Perlu Pembangunan
Region_1820,15.44,36.33,49.21,71.39,65.6,Perlu Pembangunan
Region_1821,5.82,35.32,53.3,65.21,66.73,Perlu Pembangunan
Region_1824,9.09,40.42,35.74,65.4,58.99,Perlu Pembangunan
Region_1826,19.08,32.29,41.25,62.79,74.29,Perlu Pembangunan
Region_1827,16.9,38.7,54.59,79.7,78.6,Perlu Pembangunan
Region_1829,7.64,22.63,51.33,76.63,54.91,Perlu Pembangunan
Region_1833,16.43,32.24,34.53,55.73,68.59,Perlu Pembangunan
Region_1835,9.52,34.76,45.85,76.49,67.2,Perlu Pembangunan
Region_1838,10.26,43.84,42.8,63.63,55.68,Perlu Pembangunan
Region_1839,14.15,13.63,53.25,78.87,65.9,Perlu Pembangunan
Region_1840,4.35,41.5,47.85,68.19,53.93,Perlu Pembangunan
Region_1842,7.92,10.04,44.47,58.28,69.12,Perlu Pembangunan
Region_1850,19.45,38.05,49.58,62.17,77.94,Perlu Pembangunan
Region_1851,10.92,17.74,35.61,57.39,68.36,Perlu Pembangunan
Region_1854,19.73,25.09,58.5,76.39,65.43,Perlu Pembangunan
Region_1856,14.08,11.18,45.77,76.39,58.38,Perlu Pembangunan
Region_1858,9.63,38.39,49.07,57.5,60.21,Perlu Pembangunan
Region_1859,9.69,36.84,38.21,77.02,54.31,Perlu Pembangunan
Region_1860,7.79,15.28,42.4,56.05,57.4,Perlu Pembangunan
Region_1861,7.58,18.95,58.71,64.15,62.35,Perlu Pembangunan
Region_1862,6.84,42.86,58.43,64.85,60.73,Perlu Pembangunan
Region_1863,14.6,15.2,41.34,57.43,56.52,Perlu Pembangunan
Region_1864,19.83,42.58,36.48,78.46,58.26,Perlu Pembangunan
Region_1865,6.03,25.13,46.37,79.6,56.63,Perlu Pembangunan
Region_1870,6.16,38.1,38.88,68.24,79.9,Perlu Pembangunan
Region_1872,7.64,5.24,50.22,79.03,79.4,Perlu Pembangunan
Region_1874,18.37,12.22,39.13,71.07,62.91,Perlu Pembangunan
Region_1877,6.55,15.8,48.79,70.88,69.99,Perlu Pembangunan
Region_1878,15.79,8.44,42.7,72.05,65.78,Perlu Pembangunan
Region_1882,13.51,8.55,36.87,68.3,58.83,Perlu Pembangunan
Region_1887,19.85,27.86,54.03,61.76,78.4,Perlu Pembangunan
Region_1889,7.45,26.51,59.6,59.17,77.61,Perlu Pembangunan
Region_1892,8.85,15.4,56.62,53.73,61.36,Perlu Pembangunan
Region_1893,16.96,11.07,42.01,62.92,76.73,Perlu Pembangunan
Region_1894,14.33,21.26,49.39,63.16,73.6,Perlu Pembangunan
Region_1895,14.79,11.31,36.5,66.29,59.73,Perlu Pembangunan
Region_1899,4.26,24.97,50.26,61.28,68.33,Perlu Pembangunan
Region_1900,7.11,42.24,56.98,75.03,77.29,Perlu Pembangunan
Region_1901,15.74,18.06,38.51,60.38,68.83,Perlu Pembangunan
Region_1902,12.27,29.29,52.4,78.03,57.17,Perlu Pembangunan
Region_1903,4.96,17.55,39.13,64.54,73.39,Perlu Pembangunan
Region_1905,8.18,17.43,44.04,61.91,67.52,Perlu Pembangunan
Region_1906,13.56,4.69,56.66,66.44,64.38,Perlu Pembangunan
Region_1908,17.88,44.7,45.71,76.71,76.76,Perlu Pembangunan
Region_1914,12.26,44.2,49.74,59.62,58.63,Perlu Pembangunan
Region_1919,13.72,44.11,51.34,74.99,63.61,Perlu Pembangunan
Region_1921,10.77,37.34,53.57,68.82,78.96,Perlu Pembangunan
Region_1923,7.15,23.7,46.83,66.39,77.41,Perlu Pembangunan
Region_1924,6.15,25.02,45.44,74.33,53.76,Perlu Pembangunan
Region_1926,19.64,25.18,39.73,61.14,62.64,Perlu Pembangunan
Region_1931,5.25,4.66,43.42,72.11,62.85,Perlu Pembangunan
Region_1932,11.93,43.21,49.59,76.02,73.67,Perlu Pembangunan
Region_1935,13.25,28.6,57.67,58.36,59.9,Perlu Pembangunan
Region_1938,18.99,4.18,36.41,55.44,66.3,Perlu Pembangunan
Region_1940,11.3,9.28,37.3,67.14,54.91,Perlu Pembangunan
Region_1941,9.9,26.87,52.13,79.78,64.63,Perlu Pembangunan
Region_1942,18.79,7.24,35.25,59.86,72.93,Perlu Pembangunan
Region_1943,5.16,38.92,48.34,72.42,67.55,Perlu Pembangunan
Region_1944,6.12,44.28,41.16,67.97,55.55,Perlu Pembangunan
Region_1945,15.71,33.97,45.99,63.81,72.2,Perlu Pembangunan
Region_1946,11.37,30.86,51.82,76.89,68.49,Perlu Pembangunan
Region_1949,7.39,4.75,49.8,70.18,66.65,Perlu Pembangunan
Region_1950,6.61,25.0,58.19,71.91,68.77,Perlu Pembangunan
Region_1952,19.33,5.42,47.63,75.22,68.2,Perlu Pembangunan
Region_1953,11.51,24.84,50.17,64.53,67.25,Perlu Pembangunan
Region_1957,4.28,4.61,36.55,68.57,69.72,Perlu Pembangunan
Region_1959,14.91,5.07,53.46,53.63,56.12,Perlu Pembangunan
Region_1960,19.6,30.82,35.59,71.67,62.66,Perlu Pembangunan
Region_1965,18.05,37.79,49.43,54.32,66.83,Perlu Pembangunan
Region_1967,18.7,23.45,37.7,76.48,72.96,Perlu Pembangunan
Region_1968,10.33,6.98,47.36,53.82,70.63,Perlu Pembangunan
Region_1969,12.38,32.64,51.46,58.61,63.49,Perlu Pembangunan
Region_1970,4.33,8.31,59.98,56.61,73.48,Perlu Pembangunan
Region_1971,7.38,5.29,42.6,59.92,72.62,Perlu Pembangunan
Region_1973,8.58,24.92,41.36,63.03,53.44,Perlu Pembangunan
Region_1975,16.15,34.7,46.34,63.86,55.29,Perlu Pembangunan
Region_1977,16.72,29.43,37.23,65.67,75.41,Perlu Pembangunan
Region_1980,15.28,25.21,34.24,73.9,77.72,Perlu Pembangunan
Region_1982,18.45,32.88,55.89,72.68,63.2,Perlu Pembangunan
Region_1984,4.39,32.84,45.74,69.44,55.74,Perlu Pembangunan
Region_1989,18.14,13.67,50.36,79.38,71.31,Perlu Pembangunan
Region_1990,5.64,19.51,37.49,68.93,53.39,Perlu Pembangunan
Region_1991,6.43,30.02,35.38,55.56,69.77,Perlu Pembangunan
Region_1992,11.0,44.52,37.03,77.98,61.9,Perlu Pembangunan
Region_1995,14.6,11.75,53.87,59.3,79.8,Perlu Pembangunan
Region_1996,4.35,13.36,36.48,55.32,64.7,Perlu Pembangunan
Region_1997,10.04,18.02,43.5,66.45,60.18,Perlu Pembangunan
Region_1998,11.47,36.69,57.37,62.47,53.77,Perlu Pembangunan
Region_2001,18.81,9.44,38.82,78.7,54.7,Perlu Pembangunan
Region_2002,8.83,36.67,36.61,77.61,64.56,Perlu Pembangunan
Region_2004,16.49,11.86,53.93,69.51,67.55,Perlu Pembangunan
Region_2005,5.04,17.38,47.93,70.27,71.44,Perlu Pembangunan
Region_2006,10.38,33.82,38.07,64.3,77.9,Perlu Pembangunan
Region_2008,15.52,13.75,38.98,70.29,72.0,Perlu Pembangunan
Region_2010,15.52,17.2,38.91,57.65,57.7,Perlu Pembangunan
Region_2011,14.77,29.45,43.7,59.49,78.54,Perlu Pembangunan
Region_2012,9.33,25.14,48.66,74.8,76.78,Perlu Pembangunan
Region_2014,14.6,5.52,38.25,61.84,56.87,Perlu Pembangunan
Region_2017,14.26,40.1,41.99,56.49,60.72,Perlu Pembangunan
Region_2018,16.22,13.9,59.89,54.49,64.69,Perlu Pembangunan
Region_2019,7.73,11.77,57.55,60.57,62.45,Perlu Pembangunan
Region_2020,13.98,39.15,48.12,69.63,65.59,Perlu Pembangunan
Region_2022,13.68,34.44,48.61,71.48,61.11,Perlu Pembangunan
Region_2024,16.32,10.17,58.09,73.68,72.79,Perlu Pembangunan
Region_2025,6.47,9.06,50.06,65.41,77.91,Perlu Pembangunan
Region_2030,6.97,26.42,36.63,60.41,74.83,Perlu Pembangunan
Region_2032,11.35,27.11,43.22,76.01,67.6,Perlu Pembangunan
Region_2034,17.86,18.62,49.4,59.43,76.54,Perlu Pembangunan
Region_2035,4.81,12.61,44.34,53.71,79.57,Perlu Pembangunan
Region_2037,13.51,2.93,47.9,79.12,53.31,Perlu Pembangunan
Region_2038,11.26,31.13,45.53,72.39,59.14,Perlu Pembangunan
Region_2039,5.95,12.59,48.81,71.03,73.32,Perlu Pembangunan
Region_2041,17.08,14.8,34.13,72.39,66.96,Perlu Pembangunan
Region_2047,4.95,32.09,49.45,70.92,73.4,Perlu Pembangunan
Kota Banda Aceh,17.81,7.13,86.28,69.81,73.65,Tidak Perlu Pembangunan
Kota Medan,14.77,8.07,81.76,71.71,75.43,Tidak Perlu Pembangunan
Kota Padang,16.54,4.26,83.29,72.08,75.7,Tidak Perlu Pembangunan
Kota Bukittinggi,14.99,4.46,81.42,72.99,76.62,Tidak Perlu Pembangunan
Kota Pekanbaru,15.56,3.06,82.06,70.76,74.55,Tidak Perlu Pembangunan
Kota Bengkulu,16.04,15.73,80.99,68.48,72.36,Tidak Perlu Pembangunan
Kota Batam,13.32,5.19,81.67,71.63,75.49,Tidak Perlu Pembangunan
DKI JAKARTA,13.08,4.69,81.65,71.45,75.22,Tidak Perlu Pembangunan
Kota Jakarta Selatan,13.35,3.52,85.21,72.6,76.51,Tidak Perlu Pembangunan
Kota Jakarta Timur,13.97,4.3,83.45,72.98,76.63,Tidak Perlu Pembangunan
Kota Jakarta Pusat,13.28,4.9,82.11,72.55,76.39,Tidak Perlu Pembangunan
Kota Jakarta Barat,12.82,4.22,82.51,71.97,75.65,Tidak Perlu Pembangunan
Kota Jakarta Utara,12.66,7.24,80.81,71.58,75.41,Tidak Perlu Pembangunan
Kota Bandung,14.23,4.25,82.5,72.92,76.46,Tidak Perlu Pembangunan
Kota Bekasi,14.11,4.43,82.46,73.7,77.18,Tidak Perlu Pembangunan
Kota Depok,13.94,2.53,81.86,73.08,76.91,Tidak Perlu Pembangunan
Kota Magelang,14.31,7.1,80.39,75.19,78.92,Tidak Perlu Pembangunan
Kota Surakarta,14.89,8.84,83.08,75.66,79.35,Tidak Perlu Pembangunan
Kota Salatiga,15.43,4.73,84.35,75.66,79.63,Tidak Perlu Pembangunan
Kota Semarang,15.54,4.25,84.08,75.94,79.61,Tidak Perlu Pembangunan
D I YOGYAKARTA,15.65,11.34,80.64,73.28,76.93,Tidak Perlu Pembangunan
Bantul,15.48,12.27,80.69,71.98,75.73,Tidak Perlu Pembangunan
Sleman,16.76,7.74,84.31,73.1,76.77,Tidak Perlu Pembangunan
Kota Yogyakarta,17.61,6.62,87.69,72.95,76.42,Tidak Perlu Pembangunan
Sidoarjo,14.95,5.36,81.02,72.4,76.16,Tidak Perlu Pembangunan
Kota Malang,15.76,4.37,82.71,71.72,75.61,Tidak Perlu Pembangunan
Kota Madiun,14.43,4.76,82.01,71.15,75.02,Tidak Perlu Pembangunan
Kota Surabaya,14.83,4.72,82.74,72.5,76.26,Tidak Perlu Pembangunan
Kota Tangerang Selatan,14.67,2.5,81.95,70.85,74.62,Tidak Perlu Pembangunan
Badung,14.03,2.53,82.13,73.63,77.1,Tidak Perlu Pembangunan
Kota Denpasar,14.1,2.97,84.37,73.39,77.05,Tidak Perlu Pembangunan
Kota Kupang,16.43,8.61,80.2,68.1,71.98,Tidak Perlu Pembangunan
Kota Pontianak,15.02,4.46,80.48,71.41,75.24,Tidak Perlu Pembangunan
Kota Palangka Raya,14.97,3.61,81.16,71.42,75.37,Tidak Perlu Pembangunan
Kota Balikpapan,14.23,2.45,81.13,72.88,76.58,Tidak Perlu Pembangunan
Kota Samarinda,15.1,4.85,81.43,72.64,76.23,Tidak Perlu Pembangunan
Kota Bontang,13.18,4.54,80.94,72.64,76.28,Tidak Perlu Pembangunan
Kota Palu,16.36,6.63,82.02,69.1,73.12,Tidak Perlu Pembangunan
Kota Makasar,15.59,4.58,83.12,70.4,74.27,Tidak Perlu Pembangunan
Kota Kendari,16.9,4.57,84.51,71.91,76.0,Tidak Perlu Pembangunan
Kota Ambon,16.05,4.68,81.63,68.97,72.91,Tidak Perlu Pembangunan
Kota Ternate,15.76,3.11,80.81,69.35,73.28,Tidak Perlu Pembangunan
Kota Jayapura,15.04,11.12,80.61,68.75,72.79,Tidak Perlu Pembangunan
Region_550,11.81,21.96,87.83,61.77,79.7,Perlu Pembangunan
Region_554,18.51,12.97,87.23,62.49,60.58,Perlu Pembangunan
Region_564,6.05,20.62,85.24,76.42,54.12,Perlu Pembangunan
Region_565,6.37,33.34,86.27,78.86,77.76,Perlu Pembangunan
Region_572,19.84,43.24,88.23,69.74,71.78,Perlu Pembangunan
Region_587,16.96,27.62,83.87,78.61,60.84,Perlu Pembangunan
Region_592,4.45,21.33,86.35,62.11,58.56,Perlu Pembangunan
Region_598,5.56,37.33,86.59,61.71,76.7,Perlu Pembangunan
Region_599,7.57,20.62,83.86,79.95,68.8,Perlu Pembangunan
Region_610,10.91,35.07,84.49,74.8,63.03,Perlu Pembangunan
Region_613,18.95,13.64,82.32,66.42,70.33,Tidak Perlu Pembangunan
Region_617,11.48,12.06,81.89,61.37,79.73,Perlu Pembangunan
Region_620,6.09,9.19,85.86,74.03,66.25,Perlu Pembangunan
Region_622,17.56,14.62,80.55,79.57,60.05,Perlu Pembangunan
Region_623,13.06,26.43,82.62,73.14,69.08,Perlu Pembangunan
Region_636,18.6,40.46,85.65,66.85,56.1,Perlu Pembangunan
Region_638,8.06,17.98,87.98,56.54,70.61,Perlu Pembangunan
Region_650,13.94,12.78,89.39,74.08,68.33,Tidak Perlu Pembangunan
Region_651,15.37,10.18,81.88,59.54,58.04,Perlu Pembangunan
Region_657,7.04,9.42,83.62,63.74,62.05,Perlu Pembangunan
Region_658,18.49,9.49,85.97,71.98,74.92,Tidak Perlu Pembangunan
Region_661,8.84,44.2,88.57,65.8,56.2,Perlu Pembangunan
Region_665,13.37,2.92,87.96,53.28,61.35,Perlu Pembangunan
Region_671,16.94,40.86,86.83,68.93,60.0,Perlu Pembangunan
Region_684,15.94,34.94,84.62,76.53,65.91,Perlu Pembangunan
Region_687,19.19,27.5,87.74,77.07,60.91,Perlu Pembangunan
Region_694,5.55,25.55,86.55,64.12,67.59,Perlu Pembangunan
Region_696,14.65,18.81,81.41,62.2,79.69,Perlu Pembangunan
Region_702,18.56,38.41,83.1,66.68,60.12,Perlu Pembangunan
Region_704,18.92,20.06,82.93,74.3,72.94,Perlu Pembangunan
Region_709,4.33,11.26,83.89,71.02,58.67,Perlu Pembangunan
Region_714,19.39,27.14,85.51,56.32,76.05,Perlu Pembangunan
Region_717,12.95,7.24,83.44,63.84,55.09,Perlu Pembangunan
Region_722,16.04,6.73,86.53,69.67,64.01,Perlu Pembangunan
Region_727,18.42,3.46,88.82,54.73,68.15,Perlu Pembangunan
Region_728,7.55,30.57,87.54,57.67,56.85,Perlu Pembangunan
Region_742,10.48,24.12,88.99,53.74,69.11,Perlu Pembangunan
Region_758,13.97,32.85,86.7,74.67,57.89,Perlu Pembangunan
Region_764,7.26,29.17,81.48,66.67,71.69,Perlu Pembangunan
Region_778,17.84,3.65,82.87,79.57,78.17,Tidak Perlu Pembangunan
Region_780,19.96,17.65,87.08,58.64,71.4,Perlu Pembangunan
Region_792,7.44,8.4,87.91,68.36,76.36,Perlu Pembangunan
Region_793,8.91,3.61,83.83,65.74,66.41,Perlu Pembangunan
Region_804,16.89,25.6,84.88,78.72,66.37,Perlu Pembangunan
Region_808,15.34,5.13,83.52,78.2,69.18,Tidak Perlu Pembangunan
Region_809,15.76,23.55,87.36,68.69,55.47,Perlu Pembangunan
Region_810,7.0,2.28,81.02,76.72,72.07,Perlu Pembangunan
Region_812,6.86,29.12,87.25,66.96,69.55,Perlu Pembangunan
Region_815,18.34,3.8,81.62,77.34,77.85,Tidak Perlu Pembangunan
Region_836,13.88,42.84,83.15,79.32,54.78,Perlu Pembangunan
Region_837,15.11,9.65,82.21,60.33,64.8,Perlu Pembangunan
Region_846,5.47,31.11,82.03,63.89,62.28,Perlu Pembangunan
Region_850,12.63,10.32,81.19,60.93,56.09,Perlu Pembangunan
Region_852,18.37,15.96,87.5,70.28,62.29,Perlu Pembangunan
Region_862,9.73,42.5,80.82,59.66,62.79,Perlu Pembangunan
Region_867,14.81,20.42,85.74,58.41,59.87,Perlu Pembangunan
Region_870,18.61,33.33,81.6,73.42,62.21,Perlu Pembangunan
Region_871,9.31,25.56,83.94,53.65,77.35,Perlu Pembangunan
Region_881,11.9,31.41,80.89,76.7,68.82,Perlu Pembangunan
Region_884,15.56,44.77,84.93,67.74,71.41,Perlu Pembangunan
Region_893,18.15,24.06,84.1,55.2,53.34,Perlu Pembangunan
Region_898,19.31,42.49,82.04,64.23,53.55,Perlu Pembangunan
Region_901,8.01,21.0,83.04,60.6,54.31,Perlu Pembangunan
Region_907,18.08,5.12,80.96,67.62,55.3,Perlu Pembangunan
Region_921,8.84,42.67,83.2,62.87,73.21,Perlu Pembangunan
Region_923,6.65,36.12,84.65,78.55,56.2,Perlu Pembangunan
Region_931,14.94,14.27,88.15,71.55,54.0,Perlu Pembangunan
Region_940,7.72,39.03,80.67,60.31,75.01,Perlu Pembangunan
Region_948,13.51,22.56,82.21,78.73,73.64,Perlu Pembangunan
Region_951,14.12,15.29,88.53,69.79,73.15,Tidak Perlu Pembangunan
Region_965,8.01,5.54,86.24,71.87,56.39,Perlu Pembangunan
Region_966,12.18,42.25,83.01,77.12,55.53,Perlu Pembangunan
Region_967,15.64,36.25,80.51,62.09,76.8,Perlu Pembangunan
Region_971,12.32,19.12,82.58,67.88,54.28,Perlu Pembangunan
Region_980,10.15,15.81,87.83,64.39,65.09,Perlu Pembangunan
Region_981,17.35,24.47,87.85,63.3,54.94,Perlu Pembangunan
Region_990,14.56,7.65,85.64,65.18,76.05,Tidak Perlu Pembangunan
Region_996,19.98,14.89,88.2,76.75,64.5,Perlu Pembangunan
Region_998,12.06,24.77,80.34,74.13,59.12,Perlu Pembangunan
Region_1003,14.06,5.89,88.58,55.89,64.19,Perlu Pembangunan
Region_1009,19.09,27.89,81.39,76.72,68.2,Perlu Pembangunan
Region_1017,7.65,40.67,84.66,61.73,72.1,Perlu Pembangunan
Region_1020,6.03,9.68,85.13,60.72,57.56,Perlu Pembangunan
Region_1022,13.5,12.38,89.65,56.37,70.44,Perlu Pembangunan
Region_1034,13.66,27.11,86.11,73.15,69.79,Perlu Pembangunan
Region_1055,15.82,28.71,87.13,77.42,54.04,Perlu Pembangunan
Region_1057,17.09,28.72,80.22,74.22,62.99,Perlu Pembangunan
Region_1061,11.46,32.0,82.93,63.09,56.13,Perlu Pembangunan
Region_1063,14.25,17.56,80.49,74.7,79.45,Tidak Perlu Pembangunan
Region_1070,16.31,27.49,88.91,71.68,55.59,Perlu Pembangunan
Region_1075,16.9,26.96,81.36,63.42,58.44,Perlu Pembangunan
Region_1078,7.84,28.32,81.53,56.06,54.9,Perlu Pembangunan
Region_1079,17.82,11.4,81.13,74.64,69.19,Tidak Perlu Pembangunan
Region_1080,12.29,4.19,86.61,65.44,69.92,Tidak Perlu Pembangunan
Region_1091,6.16,4.72,82.53,79.65,76.05,Perlu Pembangunan
Region_1092,6.27,22.69,82.95,66.65,61.08,Perlu Pembangunan
Region_1093,10.92,37.93,82.02,78.1,71.22,Perlu Pembangunan
Region_1096,13.56,37.56,80.05,70.96,60.24,Perlu Pembangunan
Region_1101,17.23,21.0,86.92,57.95,74.26,Perlu Pembangunan
Region_1103,16.34,2.67,87.15,78.85,75.37,Tidak Perlu Pembangunan
Region_1120,4.55,32.36,86.88,74.19,75.73,Perlu Pembangunan
